"Event","District","Nature","How_Received","Date","Time","Force_Level","Suspect_Condition","Suspect_Armed","Suspect_Injured","Suspect_Role","Officer_Injured","Officer_Exposed_to_BBP","Suspect_Gender","Suspect_Age","Suspect_Race"
"B20-13793","5","WELFARE CHK","911 LINE","2020-04-07T00:00:00","14:20:00","1","MENTALLY DISTURBED ","NO","NO","ARRESTED","NO","NO","Male","18","Native American & Hispanic"
"B20-13823","3","WEAPONS","911 LINE","2020-04-08T00:00:00","21:45:00","1","NORMAL","NO","NO","VICTIM","NO","NO","Male","35","Black"
"B20-13823","3","WEAPONS","911 LINE","2020-04-08T00:00:00","21:45:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Female","25","Hispanic"
"B20-14016","3","DISTURBANCE IP","TELEPHONE","2020-04-09T00:00:00","15:36:00","2","MENTALLY DISTURBED ","NO","YES","ARRESTEE","NO","NO","Male","31","White"
"B20-14081","4","WEAPONS IP","911 LINE","2020-04-10T00:00:00","09:38:00","1","NORMAL","YES","NO","MENTIONED","NO","NO","Male","20","Black"
"B20-14081","4","WEAPONS IP","911 LINE","2020-04-10T00:00:00","09:38:00","1","NORMAL","YES","NO","MENTIONED","NO","NO","Male","19","Black"
"B20-14081","4","WEAPONS IP","911 LINE","2020-04-10T00:00:00","09:38:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","21","Black"
"B20-14482","4","FIGHT IP","TELEPHONE","2020-04-15T00:00:00","20:28:00","1","INTOXICATED","NO","NO","VICTIM","NO","NO","Male","29","White"
"B20-14535","1","TRESPASS IP","TELEPHONE","2020-04-15T00:00:00","12:13:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","29","White"
"B20-14575","3","BURGLARY","911 LINE","2020-04-15T00:00:00","18:10:00","1","NORMAL","NO","NO","OFFENDER","NO","NO","Male","27","White"
"B20-14604","5","DOMESTIC IP","911 LINE","2020-04-16T00:00:00","23:14:00","1","MENTALLY DISTURBED ","NO","NO","VICTIM","NO","NO","Female","21","White"
"B20-14749","5","BURGLARY","911 LINE","2020-04-17T00:00:00","14:28:00","1","MENTALLY DISTURBED ","NO","NO","INVOLVED","NO","NO","Male","36","Black"
"B20-14885","5","WEAPONS IP","911 LINE","2020-04-19T00:00:00","19:05:00","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","40","White"
"B20-14932","5","WEAPONS IP","911 LINE","2020-04-19T00:00:00","08:15:00","1","NORMAL","NO","NO","OFFENDER","NO","NO","Male","26","Black"
"B20-15017","5","WEAPONS","911 LINE","2020-04-21T00:00:00","17:30:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","19","Black"
"B20-15542","2","DISTURBANCE","911 LINE","2020-04-25T00:00:00","03:58:00","1","MENTALLY DISTURBED ","NO","NO","ARRESTEE","NO","NO","Male","59","White"
"B20-15602","1","DRUNK","TELEPHONE","2020-04-25T00:00:00","18:15:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","43","White"
"B20-15625","4","VANDALISM","TELEPHONE","2020-04-25T00:00:00","22:50:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","35","White"
"B20-15462","1","ASSAULT","OFFICER REPORT ","2020-04-28T00:00:00","15:30:00","1","MENTALLY DISTURBED ","NO","NO","ARRESTEE","NO","NO","Male","59","Black"
"B20-15914","5","DOMESTIC IP","911 LINE","2020-04-28T00:00:00","12:30:00","1","NORMAL","NO","NO","JUVENILE REFERRAL ","NO","NO","Female","17","White"
"B20-16137","1","WEAPONS","TELEPHONE","2020-04-30T00:00:00","09:32:00","1","MENTALLY DISTURBED ","YES","NO","INVOLVED","NO","NO","Male","46","White"
"B20-16543","3","WELFARE CHK","911 LINE","2020-05-03T00:00:00","21:40:00","1","NORMAL","NO","NO","VICTIM","NO","NO","Male","43","White"
"B20-16765","5","SERVICE","TELEPHONE","2020-05-05T00:00:00","23:21:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Female","25","White"
"B20-16765","5","SERVICE","TELEPHONE","2020-05-05T00:00:00","23:21:00","1","UNKNOWN","NO","NO","INVOLVED","NO","NO","Male","44","White"
"B20-16765","5","SERVICE","TELEPHONE","2020-05-05T00:00:00","23:21:00","1","UNKNOWN","NO","NO","INVOLVED","NO","NO","Male","39","White"
"B20-16867","1","VANDALISM","TELEPHONE","2020-05-06T00:00:00","23:10:00","1","NORMAL","NO","NO","JUVENILE REFERRAL ","NO","NO","Female","17","Black"
"B20-16888","2","DOMESTIC IP","TELEPHONE","2020-05-07T00:00:00","03:55:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","24","White"
"B20-17040","5","DOMESTIC IP","TELEPHONE","2020-05-08T00:00:00","08:35:00","1","MENTALLY DISTURBED ","YES","NO","ARRESTEE","NO","NO","Male","23",""
"B20-17043","1","WELFARE CHECK","911 LINE","2020-05-08T00:00:00","09:25:00","1","MENTALLY DISTURBED ","NO","NO","INVOLVED","NO","NO","Female","36","White"
"B20-16924","1","WEAPONS","911 LINE","2020-05-09T00:00:00","14:30:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","55","Black"
"B20-17140","4","SUSPICIOUS","TELEPHONE","2020-05-09T00:00:00","00:03:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","50","White"
"B20-17684","5","WEAPONS","TELEPHONE","2020-05-13T00:00:00","22:53:00","1","MENTALLY DISTURBED ","YES","NO","INVOLVED","NO","NO","Male","58","White"
"B20-17768","3","TRESPASS","TELEPHONE","2020-05-14T00:00:00","17:48:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","38","Black"
"B20-17967","5","DISTURBANCE","911 LINE","2020-05-16T00:00:00","02:48:00","1","UNKNOWN","NO","NO","MENTIONED","NO","NO","Male",NA,"White"
"B20-18197","3","ASSAULT","911 LINE","2020-05-17T00:00:00","22:37:00","1","NORMAL","YES","NO","VICTIM","NO","NO","Male","32","White"
"B20-18139","5","DISTURBANCE","TELEPHONE","2020-05-17T00:00:00","12:48:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","43","White"
"B20-15711","2","WEAPONS","OFFICER REPORT ","2020-05-20T00:00:00","13:30:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","20","Black"
"B20-18562","5","DISTURBANCE","911 LINE","2020-05-20T00:00:00","19:30:00","1","INTOXICATED","NO","YES","VICTIM","NO","NO","Male","34","Black"
"B20-15711","2","WEAPONS","OFFICER REPORT ","2020-05-21T00:00:00","22:19:00","1","NORMAL","NO","NO","MENTIONED","NO","NO","Male","20","Hispanic"
"B20-18582","3","TRAFFIC STOP","OFFICER REPORT ","2020-05-21T00:00:00","22:19:00","1","MENTALLY DISTURBED ","NO","NO","ARRESTEE","NO","NO","Male","35","White"
"B20-18994","3","WEAPONS","TELEPHONE","2020-05-23T00:00:00","21:10:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","24","Black"
"B20-18988","3","WEAPONS","TELEPHONE","2020-05-23T00:00:00","19:35:00","1","INTOXICATED","YES","NO","VICTIM","NO","NO","Male","67","Black"
"B20-19074","5","VANDALISM","TELEPHONE","2020-05-24T00:00:00","15:22:00","1","NORMAL","NO","NO","ARRESTEE","YES","NO","Male","30","Black"
"B20-19251","5","SUSPICIOUS","OFFICER REPORT ","2020-05-25T00:00:00","21:00:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","25","Black"
"B20-19308","4","TRESPASS","OFFICER REPORT ","2020-05-26T00:00:00","07:13:00","1","NORMAL","NO","YES","ARRESTEE","NO","NO","Male","49","Black"
"B20-19391","3","DISTURBANCE","TELEPHONE","2020-05-26T00:00:00","17:31:00","1","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","26","Black"
"B20-19414","5","DISTURBANCE","TELEPHONE","2020-05-26T00:00:00","20:45:00","1","INTOXICATED","NO","YES","ARRESTEE","YES","NO","Male","39","White"
"B20-19657","5","DOMESTIC IP","TELEPHONE","2020-05-28T00:00:00","18:44:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Female","36","White"
"B20-19442","5","BURGLARY","TELEPHONE","2020-05-28T00:00:00","10:45:00","1","NORMAL","NO","NO","OFFENDER","NO","NO","Female","25","White"
"B20-19869","3","VEHICLE THEFT NP","TELEPHONE","2020-05-30T00:00:00","19:49:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","26","White"
"B20-19987","4","WEAPONS","911 LINE","2020-05-31T00:00:00","01:44:00","1","INTOXICATED","YES","NO","OFFENDER","NO","NO","Male","68","White"
"B20-20035","1","SUSPICIOUS","TELEPHONE","2020-05-31T00:00:00","16:48:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","34","Black"
"B20-20032","3","VEHICLE THEFT NP","TELEPHONE","2020-05-31T00:00:00","15:16:00","1","INTOXICATED","NO","NO","ARRESTEE","YES","NO","Male","37","White"
"B20-20332","5","BURGLARY","911 LINE","2020-06-02T00:00:00","23:09:00","1","NORMAL","YES","NO","OFFENDER","NO","NO","Male","18","White"
"B20-20772","5","DISTURBANCE","TELEPHONE","2020-06-06T00:00:00","12:06:00","2","INTOXICATED","NO","YES","ARRESTEE","NO","YES","Female","47","White"
"B20-21347","4","SERVICE","OFFICER REPORT ","2020-06-11T00:00:00","14:53:00","1","NORMAL","NO","NO","OFFENDER","NO","NO","Male","35","Black"
"B20-21344","3","SUSPICIOUS","TELEPHONE","2020-06-11T00:00:00","14:20:00","1","NORMAL","NO","YES","ARRESTEE","NO","NO","Male","38","White"
"B20-21860","4","DISTURBANCE","TELEPHONE","2020-06-15T00:00:00","16:52:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","40","Black"
"B20-21952","4","ASSAULT","TELEPHONE","2020-06-16T00:00:00","13:43:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","22","White"
"B20-22005","3","DRUGS","OFFICER REPORT ","2020-06-16T00:00:00","21:43:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","53","White"
"B20-22017","4","BURGLARY","911 LINE","2020-06-16T00:00:00","23:42:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","42","White"
"B20-21921","2","FOLLOW UP","TELEPHONE","2020-06-16T00:00:00","01:15:00","1","NORMAL","YES","YES","OFFENDER","YES","NO","Male","33","Black"
"B20-22547","4","DISTURBANCE","TELEPHONE","2020-06-20T00:00:00","23:43:00","1","NORMAL","NO","YES","ARRESTEE","NO","NO","Male","24","White"
"B20-22883","3","WEAPONS","911 LINE","2020-06-24T00:00:00","02:08:00","1","INTOXICATED","NO","NO","JUVENILE REFERRAL ","NO","NO","Male","16","Black"
"B20-22928","4","VEHICLE THEFT NP","TELEPHONE","2020-06-24T00:00:00","14:56:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","37","White"
"B20-22884","3","WEAPONS","911 LINE","2020-06-25T00:00:00","03:08:00","1","INTOXICATED","NO","NO","JUVENILE REFERRAL ","NO","NO","Female","14","White"
"B20-23339","2","WELFARE CHECK","911 LINE","2020-06-27T00:00:00","20:05:00","1","MENTALLY DISTURBED ","NO","NO","OFFENDER","NO","NO","Female","29","White"
"B20-23375","2","DOMESTIC IP","911 LINE","2020-06-28T00:00:00","02:30:00","2","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","24","Black"
"B20-23472","3","THEFT","911 LINE","2020-06-29T00:00:00","01:57:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Female","18","White"
"B20-23562","4","WARRANT SERVICE","OFFICER REPORT ","2020-06-29T00:00:00","17:35:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","34","Black"
"",NA,"","","","",NA,"","","","","","",NA,NA,""
"",NA,"","","","",NA,"","","","","","",NA,NA,""
"",NA,"","","","",NA,"","","","","","",NA,NA,""
"",NA,"  ","","","",NA,"","","","","","",NA,NA,""
"B20-24100","5.0","THEFT","911 LINE","2020-07-04T00:00:00","22:39:00","1","NORMAL","No","No","ARRESTEE","No","No","Female","44","White"
"B20-24199","4.0","ASSAULT","TELEPHONE","2020-07-04T00:00:00","22:45:00","1","INTOXICATED","No","No","ARRESTEE","No","No","Male","53","White"
"B20-24245","4.0","DISTURBANCE","TELEPHONE","2020-07-05T00:00:00","02:10:00","1","MENTALLY DISTRUBED","No","No","INVOLVED","No","No","Male","24","Black"
"B20-24290","1.0","ATL","TELEPHONE","2020-07-05T00:00:00","16:00:00","1","INTOXICATED","No","No","ARRESTEE OTHER","No","No","Male","32","Black"
"B20-24483","OUT OF COUNTY","ACCIDENT","OFFICER REPORT","2020-07-08T00:00:00","19:30:00","1","NORMAL","No","No","ARRESTEE","No","No","Female","66","White"
"B20-24858","5.0","WELFARE","911 LINE","2020-07-09T00:00:00","19:39:00","1","INTOXICATED","No","No","ARRESTEE","No","No","Female","60","White"
"B20-25034","4.0","BURGLARY","TELEPHONE","2020-07-11T00:00:00","12:50:00","1","NORMAL","No","No","ARRESTEE","No","No","Female","18","White"
"B20-25343","5.0","ROV IP","TELEPHONE","2020-07-14T00:00:00","00:29:00","1","NORMAL","No","No","ARRESTEE","No","No","Male","32","White"
"B20-25690","3.0","DOMESTIC ","TELEPHONE","2020-07-16T00:00:00","20:08:00","1","MENTALLY DISTRUBED","No","No","ARRESTEE","No","No","Male","29","Black"
"B20-25719","4.0","DISTURBANCE","TELEPHONE","2020-07-17T00:00:00","06:45:00","1","NORMAL","Yes","No","ARRESTEE","No","No","Male","35","White"
"B20-25785","5.0","ROV IP","TELEPHONE","2020-07-17T00:00:00","15:41:00","1","INTOXICATED","No","No","ARRESTEE","No","Yes","Male","32","White"
"B20-25785","4.0","ROV IP","TELEPHONE","2020-07-17T00:00:00","21:00:00","1","INTOXICATED","No","No","ARRESTEE","No","No","Male","32","White"
"B20-26127","2.0","TRESPASS","TELEPHONE","2020-07-20T00:00:00","18:30:00","1","NORMAL","Yes","No","ARRESTEE","No","No","Male","26","White"
"B20-26697","5.0","TRESPASS","TELEPHONE","2020-07-25T00:00:00","09:50:00","2","MENTALLY DISTURBED ","Yes","Yes","ARRESTEE","No","No","Male","63","White"
"B20-27019","4.0","THEFT","TELEPHONE","2020-07-28T00:00:00","800.0","1","UNKNOWN","No","No","ARRESTEE","No","No","Male","23","Black"
"B20-27031","2.0","TRESPASS","911 LINE","2020-07-28T00:00:00","10:30:00","1","INTOXICATED","No","No","ARRESTEE","No","No","Male","32","White"
"B20-27114","1.0","WEAPONS","911 LINE","2020-07-29T00:00:00","01:06:00","1","INTOXICATED","Yes","No","VICTIM","No","No","Male","27","Black"
"B20-28011","3.0","SERVICE","OFFICER REPORT","2020-08-06T00:00:00","15:57:00","1","NORMAL","No","No","ARRESTEE","No","No","Male","25","White"
"B20-28267","4.0","ASSUALT","TELEPHONE","2020-08-08T00:00:00","19:40:00","1","INTOXICATED","No","No","ARRESTEE","No","No","Male","54","White"
"B20-28424","3.0","ASSAULT","911 LINE","2020-08-09T00:00:00","01:05:00","1","INTOXICATED","Yes","No","ARRESTEE","No","No","Male","37","White"
"B20-28581","3.0","WELFARE CHECK","TELEPHONE","2020-08-10T00:00:00","18:21:00","1","MENTALLY DISTURBED","No","No","ARRESTEE","No","No","Male","37","White"
"B20-28664","3.0","BURGLARY IP","TELEPHONE","2020-08-11T00:00:00","15:33:00","1","MENTALLY DISTURBED","No","No","ARRESTEE","No","No","Male","30","White"
"B20-28961","3.0","INDECENT EXPOSURE","TELEPHONE","2020-08-13T00:00:00","18:53:00","1","MENTALLY DISTURBED ","No","No","OFFENDER","No","No","Male","43","White"
"B20-28965","1.0","BURGLARY","911 LINE","2020-08-13T00:00:00","19:16:00","1","NORMAL","No","No","OFFENDER","No","No","Male","30","White"
"B20-28932","1.0","DISTURBANCE","911 LINE","2020-08-13T00:00:00","15:13:00","1","MENTALLY DISTURBED","No","No","ARRESTEE","No","No","Male","47","White"
"B20-29299","3.0","DISTURBANCE","TELEPHONE","2020-08-16T00:00:00","03:11:00","1","UNKNOWN","No","No","ARRESTEE","No","No","Female","28","Black"
"B20-29336","4.0","VEHICLE THEFT NP","TELEPHONE","2020-08-16T00:00:00","20:18:00","1","NORMAL","No","No","ARRESTEE","No","No","Male","30","Black"
"B20-29486","4.0","DOMESTIC","TELEPHONE","2020-08-17T00:00:00","21:07:00","1","NORMAL","Yes","No","OFFENDER","No","No","Male","35","White"
"B20-29741","4.0","DOMESTIC","911 LINE","2020-08-19T00:00:00","18:07:00","1","NORMAL","No","No","ARRESTEE","No","No","Female","29","White"
"B20-30015","1.0","INFORMATION","OFFICER REPORT","2020-08-21T00:00:00","23:32:00","1","NORMAL","No","No","INVOLVED","No","No","Male","40","White"
"B20-30042","1.0","DISTURBANCE","TELEPHONE","2020-08-21T00:00:00","14:41:00","1","MENTALLY DISTURBED","No","No","ARRESTEE","Yes","No","Male","30","Black"
"B20-30436","2.0","WEAPONS","TELEPHONE","2020-08-23T00:00:00","01:00:00","1","MENTALLY DISTURBED","No","No","OFFENDER","No","No","Male","31","White"
"B20-31216","3.0","DISTURBANCE","911 LINE","2020-08-29T00:00:00","23:30:00","1","INTOXICATED","No","No","ARRESTEE","No","No","Female","38","White"
"B20-31661","COUNTY","WARRANT SERVICE","OFFICER REPORT","2020-09-02T00:00:00","16:08:00","1","NORMAL","No","No","ARRESTEE","No","No","Male","36","White"
"B20-31722","1.0","WEAPONS","TELEPHONE","2020-09-03T00:00:00","05:17:00","1","INTOXICATED","Yes","No","OFFENDER","No","No","Male","35","White"
"B20-31980","4.0","WEAPONS","911 LINE","2020-09-05T00:00:00","01:50:00","1","INTOXICATED","Yes","No","ARRESTEE","No","No","Male","32","White"
"B20-32220","5.0","RUNAWAY","TELEPHONE","2020-09-06T00:00:00","22:20:00","1","NORMAL","No","No","JUVENILE REFERRAL","No","No","Female","16","White"
"B20-32754","4.0","TRESPASS","TELEPHONE","2020-09-11T00:00:00","12:24:00",NA,"MENTALLY DISTRUBED","No","No","ARRESTEE","No","No","Male","30","White"
"B20-32772","4.0","WELFARE CHECK","911 LINE","2020-09-11T00:00:00","14:19:00","1","NORMAL","No","No","ARRESTEE","No","No","Female","18","White"
"B20-32826","1.0","FIGHT IP","911 LINE","2020-09-11T00:00:00","21:27:00","1","NORMAL","Yes","No","INVOLVED","No","No","Male","21","White"
"B20-31682","3.0","RUNAWAY","TELEPHONE","2020-09-13T00:00:00","15:53:00","1","NORMAL","No","No","JUVENILE REFERRAL","No","No","Female","14","White"
"B20-33072","3.0","JUVENILE","911 LINE","2020-09-13T00:00:00","13:57:00","1","MENTALLY DISTRUBED","No","No","INVOLVED","No","No","Male","7","White"
"B20-33275","4.0","DOMESTIC","911 LINE","2020-09-15T00:00:00","02:21:00","1","MENTALLY DISTURBED","No","No","OFFENDER","No","No","Female","62","White"
"B20-34100","4.0","TRESPASS","TELEPHONE","2020-09-20T00:00:00","16:27:00","1","INTOXICATED","No","No","ARRESTEE","No","No","Male","38","White"
"B20-34728","3.0","SUSPICIOUS ","TELEPHONE","2020-09-25T00:00:00","07:56:00","1","NORMAL","No","No","ARRESTEE","No","No","Male","28","White"
"B20-34733","1.0","ASSAULT","911 LINE","2020-09-25T00:00:00","08:56:00","1","MENTALLY DISTURBED","No","No","OFFENDER","No","No","Female","12","White"
"B20-34805","5.0","MISSING PERSON","TELEPHONE","2020-09-25T00:00:00","19:32:00","1","MENTALLY DISTRUBED","No","No","OFFENDER","No","No","Male","7","White"
"B20-34874","2.0","WEAPONS","911 LINE","2020-09-26T00:00:00","05:04:00","1","INTOXICATED","Yes","No","INVOLVED","No","No","Male","20","White"
"B20-34948","1.0","DISTURBANCE","911 LINE","2020-09-26T00:00:00","20:45:00","1","NORMAL","No","No","ARRESTEE","No","No","Male","26","Black"
"B20-35224","4.0","WELFARE CHECK","911 LINE","2020-09-28T00:00:00","22:51:00","1","INTOXICATED","Yes","No","ARRESTEE","No","No","Male","27","Black"
"B20-35471","5.0","DOMESTIC","TELEPHONE","2020-10-01T00:00:00","05:20:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","19","Black"
"B20-35653","COUNTY","WARRANT SERVICE","OFFICER REPORT","2020-10-02T00:00:00","1427.0","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","40","White"
"B20-35725","2.0","VEHICLE THEFT NP","TELEPHONE","2020-10-02T00:00:00","22:29:00","1","INTOXICATED","NO","NO","INVOLVED","NO","NO","Female","32","White"
"B20-35725","2.0","VEHICLE THEFT NP","TELEPHONE","2020-10-02T00:00:00","23:29:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","27","White"
"B20-35725","2.0","VEHICLE THEFT NP","TELEPHONE","2020-10-02T00:00:00","23:29:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","32","White"
"B20-35726","5.0","WEAPONS","TELEPHONE","2020-10-02T00:00:00","23:56:00","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","33","White"
"B20-36015","3.0","SERVICE","TELEPHONE","2020-10-05T00:00:00","11:22:00","1","MENTALLY DISTURBED","NO","NO","OFFENDER","NO","NO","Female","25","White"
"B20-36079","4.0","WEAPONS","911 LINE","2020-10-05T00:00:00","19:29:00","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","55","Black"
"B20-36124","3.0","BURGLARY","911 LINE","2020-10-06T00:00:00","03:41:00","1","NORMAL","YES","YES","ARRESTEE","NO","NO","Male","30","Black"
"B20-36430","4.0","THEFT","TELEPHONE","2020-10-08T00:00:00","06:46:00","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Male","50","Black"
"B20-36556","4.0","BURGLARY","TELEPHONE","2020-10-08T00:00:00","23:02:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","YES","Male","49","White"
"B20-36784","3.0","ROBBERY","TELEPHONE","2020-10-10T00:00:00","08:12:00","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","42","White"
"B20-36803","5.0","ATL","911 LINE","2020-10-10T00:00:00","11:45:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","53","Black"
"B20-37147","1.0","DISTURBANCE","TELEPHONE","2020-10-12T00:00:00","22:12:00","1","MENTALLY DISTURBED","YES","YES","ARRESTEE","NO","NO","Male","36","White"
"B20-37142","4.0","DOMESTIC","911 LINE","2020-10-13T00:00:00","11:00:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","25","Black"
"B20-37188","3.0","BURGLARY","911 LINE","2020-10-13T00:00:00","09:45:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","34","White"
"B20-37197","2.0","WARRANT SERVICE","TELEPHONE","2020-10-13T00:00:00","22:29:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","25","Black"
"B20-37381","4.0","BURGLARY","911 LINE","2020-10-14T00:00:00","15:32:00","1","MENTALLY DISTURBED","YES","NO","ARRESTEE","NO","NO","Male","33","White"
"B20-37414","4.0","TRESPASS","TELEPHONE","2020-10-14T00:00:00","20:17:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","36","White"
"B20-37497","4.0","WELFARE CHECK","TELEPHONE","2020-10-15T00:00:00","14:33:00","1","MENTALLY DISTURBED","YES","NO","INVOLVED","NO","NO","Male","33","White"
"B20-37533","COUNTY","TRAFFIC STOP","OFFICER REPORT","2020-10-15T00:00:00","23:42:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Female","25","White"
"B20-37844","5.0","DOMESTIC","TELEPHONE","2020-10-18T00:00:00","03:54:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","30","Black"
"B20-38000","3.0","WARRANT SERVICE","TELEPHONE","2020-10-19T00:00:00","14:36:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","50","Black"
"B20-38479","2.0","BURGLARY","911 LINE","2020-10-23T00:00:00","10:10:00","1","MENTALLY DISTURBED","YES","NO","ARRESTEE","NO","NO","Male","36","White"
