"PIB File Number","Date","Disposition","Service Type","Force Type","Force Level","Officer Race","Officer Gender","Officer Age","Officers Yrs of Service","Subject Gender","Subject Race","Subject Age","Subject Injured","UOF Reason","Officer Injured","Number of Officers","Binning Number of Officers","Force.Type.Binning"
"FTN2017-0536","10/13/2017","Use Of Force Authorized","Call for Service","Firearm (Exhibited) | Canine (No Bite) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L2 | L1 | L1","White | White | White | Black","Male | Male | Male | Male","37 | 37 | 40 | 42","13 | 13 | 11 | 17","Male | Male","Black | Black","20 | 33","No | No","Weapon Exhibited","No | No | No | No",4,"3+","2"
"FTN2017-0535","10/13/2017","Use Of Force Authorized","Serving a Warrant","Firearm (Exhibited)","L1","Black","Male","35","14","Male","Black","25","No","Tactical Deployments","No",1,"1","1"
"FTN2017-0537","10/14/2017","Use Of Force Authorized","Call for Service","Hands | Hands | CEW Deployment","L1 | L1 | L2","White | White | White","Male | Male | Male","40 | 24 | 24","22 | 6 | 6","Male","Black","22","Yes","Resisting Lawful Arrest","No | No | No",3,"3+","2"
"FTN2017-0538","10/14/2017","Use Of Force Authorized","Call for Service","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1 | L1 | L1 | L1 | L1 | L1 | L1","Hispanic | White | Black | Asian/Pacif | White | White | Black | White | White","Male | Male | Male | Male | Female | Male | Male | Male | Male","42 | 30 | 32 | 34 | 29 | 27 | 28 | 36 | 26","21 | 12 | 12 | 12 | 8 | 6 | 6 | 5 | 4","Male","Black","34","No","Resisting Officer w/Weapon","No | No | No | No | No | No | No | No | No",9,"3+","1"
"FTN2017-0541","10/14/2017","Use Of Force Authorized",NA,"Rifle (Pointed) | Force (Take Down)","L1 | L2","White | White","Male | Male","39 | 33","14 | 9","Male","Black","34","Yes","Tactical Deployments","No | No",2,"2","1"
"FTN2017-0539","10/15/2017","Use Of Force Authorized","Arresting","Force (Escort Tech) | Force (Take Down) | Firearm (Exhibited)","L1 | L2 | L1","Black | Black | White","Male | Male | Male","29 | 29 | 38","11 | 11 | 20","Male | Female | Female","Black | Black | Black","17 | 15 | 14","No | No | No","Resisting Lawful Arrest","No | No | No",3,"3+","2"
"FTN2017-0540","10/15/2017","Use Of Force Authorized","Traffic Stop","Canine (No Bite)","L2","White","Male","49","29","Male","Black","24","Yes","Flight from an Officer","No",1,"1","2"
"FTN2017-0542","10/16/2017","Use Of Force Authorized","Traffic Stop","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1","Black | White | White","Male | Male | Male","31 | 27 | 26","8 | 6 | 6","Male | Male | Male","Black | Black | Black","37 | 35 | 32","No | No | No","Flight from an Officer","No | No | No",3,"3+","1"
"FTN2017-0543","10/17/2017","Use Of Force Authorized","Arresting","Hands | Hands","L1 | L1","Black | White","Male | Male","38 | 40","16 | 22","Male","Black","16","Yes","Flight from an Officer","No | No",2,"2","1"
"FTN2017-0545","10/17/2017","Use Of Force Authorized","Call for Service","Hands","L1","Black","Female","32","5","Female","Black","32","No","refuse verbal commands","No",1,"1","1"
"FTN2017-0544","10/18/2017","Use Of Force Authorized",NA,"Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Black | Black","Male | Male","49 | 45","19 | 23","Male","Black","31","No","Tactical Deployments","No | No",2,"2","1"
"FTN2017-0548","10/19/2017","Use Of Force Authorized","Serving a Warrant","Firearm (Exhibited)","L1","White","Male","39","14","Male | Female | Male | Male","Black | Black | Black | Black","31 | 26 | 4 | 12","No | No | No | No","Tactical Deployments","No",1,"1","1"
"FTN2017-0546","10/19/2017","Use Of Force Authorized","Traffic Stop","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Asian/Pacifi | White","Male | Male","25 | 25","5 | 5","Male","Black","37","No",NA,"No | No",2,"2","1"
"FTN2017-0547","10/19/2017","Use Of Force Authorized","Call for Service","Firearm (Exhibited)","L1","White","Male","58","38","Male","White","29","No","Weapon Exhibited","No",1,"1","1"
"FTN2017-0551","10/20/2017","Use Of Force Authorized",NA,"Hands","L1","White","Male","26","4","Male","White","63","Yes","Battery on Police Officer","No",1,"1","1"
"FTN2017-0550","10/20/2017","Use Of Force Authorized","Traffic Stop","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1 | L1","White | Black | Black | Black","Male | Male | Male | Female","34 | 52 | 55 | 30","12 | 12 | 19 | 6","Male | Male | Male","Black | Black | Black","27 | 24 | 27","No | No | No","refuse verbal commands","No | No | No | No",4,"3+","1"
"FTN2017-0552","10/21/2017","Use Of Force Authorized","Call for Service","Hands | Hands | Hands","L1 | L1 | L1","Black | Black | White","Male | Male | Male","53 | 28 | 33","32 | 4 | 4","Male","Black","28","No","Resisting Lawful Arrest","No | No | No",3,"3+","1"
"FTN2017-0554","10/22/2017","Use Of Force Authorized","Arresting","Force (Take Down) | Force (Take Down)","L2 | L2","Black | White","Male | Male","23 | 27","5 | 4","Male","Black","45","No","Flight from an Officer","Yes | No",2,"2","1"
"FTN2017-0553","10/22/2017","Use Of Force Authorized","Call for Service","Force (Take Down) | Force (Take Down)","L2 | L2","White | Black","Male | Male","36 | 47","12 | 24","Male","Black","61","No","Battery on Police Officer","No | No",2,"2","1"
"FTN2017-0555","10/23/2017","Use Of Force Authorized","Arresting","Force (Take Down)","L2","Black","Male","48","13","Male","Black","20","No","Resisting Lawful Arrest","No",1,"1","1"
"FTN2017-0556","10/23/2017","Use Of Force Authorized","Arresting","Force (Escort Tech) | Force (Escort Tech) | Force (Take Down)","L1 | L1 | L2","Black | Black | Black","Male | Male | Male","32 | 36 | 36","11 | 9 | 9","Female","Black","23","Yes","Escape","No | No | No",3,"3+","2"
"FTN2017-0557","10/23/2017","Use Of Force Authorized","Call for Service","Force (Escort Tech)","L1","Black","Male","33","6","Female","Black","13","No","refuse verbal commands","No",1,"1","2"
"FTN2017-0559","10/24/2017","Use Of Force Authorized","Call for Service","Firearm (Exhibited)","L1","White","Male","43","23","Male","Black","37","No",NA,"No",1,"1","1"
"FTN2017-0558","10/24/2017","Use Of Force Authorized","Arresting","Hands | Hands | Hands","L1 | L1 | L1","Black | Black | Black","Male | Male | Male","49 | 50 | 56","14 | 14 | 2","Male","Black","16","Yes","Resisting Lawful Arrest","No | Yes | Yes",3,"3+","1"
"FTN2017-0560","10/26/2017","Use Of Force Authorized","Call for Service","Hands","L1","White","Male","25","5","Female","Black","24","No",NA,"No",1,"1","1"
"FTN2017-0562","10/29/2017","Use Of Force Authorized","Arresting","Hands","L1","Black","Male","36","6","Male","White","31","No","Resisting Lawful Arrest","No",1,"1","1"
"FTN2017-0563","10/29/2017","Use Of Force Not Authorized","Arresting","CEW","L4","Hispanic","Female","39","5","Male","White","26","Yes","Escape","No",1,"1","2"
"FTN2017-0564","10/29/2017","Use Of Force Authorized","Arresting","Baton/PR-24(NonStrk)","L2","White","Male","26","5","Male","White","34","No","Resisting Lawful Arrest","No",1,"1","2"
"FTN2017-0573","10/30/2017","Use Of Force Authorized",NA,"Firearm (Exhibited)","L1","White","Male","29","6","Male","Black","24","No","refuse verbal commands","No",1,"1","1"
"FTN2017-0566","10/30/2017","Use Of Force Authorized","Call for Service","Force (Take Down)","L2","Black","Male","48","12","Male","Black","46","No",NA,"No",1,"1","1"
"FTN2017-0567","10/31/2017","Use Of Force Authorized","Call for Service","CEW Exhibited/Laser","L1","White","Male","27","5","Male","Black","59","No","Weapon Exhibited","No",1,"1","2"
"FTN2017-0568","11/01/2017","Use Of Force Authorized","Serving a Warrant","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","White | Black","Male | Male","36 | 29","17 | 8","Male | Female | Female | Male","Black | Black | Black | Black","45 | 12 | 14 | 15","No | No | No | No","Tactical Deployments","No | No",2,"2","1"
"FTN2017-0569","11/01/2017","Use Of Force Authorized","Arresting","Force (Take Down) | Firearm (Exhibited)","L2 | L1","White | White","Male | Male","39 | 29","11 | 6","Male | Male","Black | Black","16 | 16","No | No","Flight from an Officer","No | No",2,"2","1"
"FTN2017-0570","11/02/2017","Use Of Force Authorized","Call for Service","CEW Exhibited/Laser","L1","Black","Female","30","4","Male","Hispanic","50","No","Resisting Officer w/Weapon","No",1,"1","2"
"FTN2017-0572","11/04/2017","Use Of Force Authorized","Call for Service","Firearm (Exhibited)","L1","Black","Male","48","12","Male","Black","32","No","refuse verbal commands","No",1,"1","1"
"FTN2017-0574","11/05/2017","Use Of Force Authorized","Call for Service","Hands","L1","White","Male","24","5","Male","White","26","Yes","refuse verbal commands","No",1,"1","1"
"FTN2017-0575","11/05/2017","Use Of Force Authorized","Serving a Warrant","Firearm (Exhibited)","L1","Black","Male","49","19","Male","Black","26","No","Tactical Deployments","No",1,"1","1"
"FTN2017-0576","11/06/2017","Use Of Force Authorized","Call for Service","Force (Take Down) | Force (Take Down)","L2 | L2","White | White","Male | Male","24 | 30","5 | 4","Female","Black","23","Yes","Resisting Lawful Arrest","No | No",2,"2","1"
"FTN2017-0577","11/07/2017","Use Of Force Authorized","Serving a Warrant","Firearm (Exhibited)","L1","Black","Male","34","16","Male | Male","Asian | Asian","62 | 27","No | No","Tactical Deployments","No",1,"1","1"
"FTN2017-0578","11/08/2017","Use Of Force Authorized","Call for Service","Shotgun (Pointed) | Rifle (Pointed) | Rifle (Pointed) | Firearm (Exhibited) | Firearm (Exhibited) | Rifle (Pointed) | Firearm (Exhibited) | Rifle (Pointed) | Rifle (Pointed)","L1 | L1 | L1 | L1 | L1 | L1 | L1 | L1 | L1","Hispanic | White | White | White | White | Black | White | White | White","Male | Male | Male | Male | Male | Male | Male | Male | Male","52 | 38 | 27 | 39 | 28 | 31 | 24 | 31 | 33","13 | 8 | 7 | 6 | 6 | 6 | 6 | 5 | 5","Male | Male | Male | Male","Black | Black | Black | Black","18 | 17 | 18 | 17","No | No | No | No","Flight from an Officer","No | No | No | No | No | No | No | No | No",9,"3+","1"
"FTN2017-0592","11/08/2017","Use Of Force Authorized","Serving a Warrant","Rifle (Pointed) | Rifle (Pointed) | Rifle (Pointed) | Rifle (Pointed) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1 | L1 | L1 | L1","White | Black | White | Black | White | Black","Male | Male | Male | Male | Male | Male","39 | 28 | 43 | 40 | 47 | 29","14 | 11 | 11 | 18 | 26 | 8","Female | Male | Male | Female | Male","Black | Black | Black | Black | Black","38 | 28 | 30 | 18 | 27","No | No | No | No | No","Tactical Deployments","No | No | No | No | No | No",6,"3+","1"
"FTN2017-0592","11/08/2017","Use Of Force Authorized","Serving a Warrant","Rifle (Pointed) | Rifle (Pointed) | Rifle (Pointed) | Rifle (Pointed) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1 | L1 | L1 | L1","White | Black | White | Black | White | Black","Male | Male | Male | Male | Male | Male","39 | 28 | 43 | 40 | 47 | 29","14 | 11 | 11 | 18 | 26 | 8","Female | Male | Male | Female | Male","Black | Black | Black | Black | Black","38 | 28 | 30 | 18 | 27","No | No | No | No | No","Tactical Deployments","No | No | No | No | No | No",6,"3+","1"
"FTN2017-0580","11/10/2017","Use Of Force Authorized","Arresting","Firearm (Exhibited)","L1","White","Male","31","6","Male","Black","23","No","Flight from an Officer","No",1,"1","1"
"FTN2017-0579","11/10/2017","Use Of Force Authorized","Pedestrian Stop","Force (Take Down)","L2","White","Male","28","4","Male","Black","21","Yes","Flight from an Officer","No",1,"1","1"
"FTN2017-0581","11/10/2017","Use Of Force Authorized","Traffic Stop","Firearm (Exhibited)","L1","White","Male","51","14","Male","Race-Unknown",NA,"No",NA,"No",1,"1","1"
"FTN2017-0582","11/11/2017","Use Of Force Authorized","Call for Service","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Black | Asian/Pacif","Male | Male","33 | 34","13 | 12","Male","Black","26","No","Weapon Exhibited","No | No",2,"2","1"
"FTN2017-0584","11/13/2017","Use Of Force Authorized","Arresting","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1","Black | Black | White","Male | Male | Male","48 | 29 | 46","13 | 11 | 23","Male","Black","16","No","Weapon Exhibited","No | No | No",3,"3+","1"
"FTN2017-0583","11/13/2017","Use Of Force Authorized","Call for Service","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Asian/Pacifi | Black","Male | Male","23 | 34","5 | 4","Male","Black","14","Yes","Flight from an Officer","No | No",2,"2","1"
"FTN2017-0586","11/15/2017","Use Of Force Authorized","Pedestrian Stop","Firearm (Exhibited) | Hands","L1 | L1","White | White","Male | Male","27 | 27","5 | 5","Male | Male","Black | Black","19 | 20","No | No","Weapon Exhibited","No | No",2,"2","1"
"FTN2017-0585","11/15/2017","Use Of Force Authorized","Arresting","Force (Take Down)","L2","Black","Male","30","4","Male","Black","38","Yes","Flight from an Officer","No",1,"1","1"
"FTN2017-0587","11/15/2017","Use Of Force Authorized","Pedestrian Stop","Hands | Hands | Hands | Hands | Hands | Hands","L1 | L1 | L1 | L1 | L1 | L1","White | Black | White | White | White | White","Male | Male | Male | Male | Male | Male","35 | 34 | 28 | 30 | 27 | 32","11 | 9 | 8 | 6 | 6 | 5","Male","Black","34","No","Resisting Lawful Arrest","No | No | No | No | No | No",6,"3+","1"
"FTN2017-0588","11/16/2017","Use Of Force Authorized","Pedestrian Stop","Firearm (Exhibited)","L1","Black","Male","36","9",NA,NA,NA,"No","Flight from an Officer","No",1,"1","1"
"FTN2017-0589","11/18/2017","UOF Justified","Arresting","Hands | Hands","L1 | L1","Black | White","Male | Male","40 | 53","12 | 11","Female","Black","37","Yes","Resisting Lawful Arrest","No | No",2,"2","1"
"FTN2017-0591","11/19/2017","Use Of Force Authorized","Call for Service","Hands","L1","Black","Male","28","4","Male","Black","14","No","refuse verbal commands","No",1,"1","1"
"FTN2017-0597","11/19/2017","Use Of Force Authorized","Serving a Warrant","Firearm (Exhibited) | Rifle (Pointed) | Firearm (Exhibited)","L1 | L1 | L1","Black | White | White","Male | Male | Male","28 | 43 | 33","11 | 11 | 9","Male","Black","43","No","Tactical Deployments","No | No | No",3,"3+","1"
"FTN2017-0594","11/21/2017","Use Of Force Authorized","Call for Service","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Black | Black","Male | Male","47 | 34","4 | 4","Male","Black","15","No","Flight from an Officer","No | No",2,"2","1"
"FTN2017-0595","11/21/2017","Use Of Force Authorized","Traffic Stop","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1","White | Black | Black","Male | Male | Male"," | 25 | 27","6 | 6 | 5","Male","Black","24","No","refuse verbal commands","No | No | No",3,"3+","1"
"FTN2017-0596","11/22/2017","Use Of Force Authorized","Call for Service","Firearm (Exhibited) | Firearm (Exhibited) | Canine (No Bite) | CEW Deployment","L1 | L1 | L2 | L2","Black | Black | White | White","Male | Male | Male | Male","43 | 29 | 49 | 40","15 | 11 | 29 | 5","Male | Male | Male","Black | Hispanic | Black","16 | 17 | 17","Yes | Yes | Yes","Flight from an Officer","No | No | No | No",4,"3+","2"
"FTN2017-0598","11/26/2017","Use Of Force Authorized","Call for Service","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Black | Black","Male | Male","41 | 53","15 | 29","Male | Male | Female","Black | Black | Black","21 | 24 | 22","No | No | No","refuse verbal commands","No | No",2,"2","1"
"FTN2017-0601","11/27/2017","Use Of Force Authorized","Call for Service","Firearm (Exhibited)","L1","Black","Male","34","4","Male","Black","0","No",NA,"No",1,"1","1"
"FTN2017-0599","11/27/2017","Use Of Force Authorized","Arresting","CEW Exhibited/Laser","L1","Hispanic","Male","37","9","Male","Black","25","No",NA,"No",1,"1","2"
"FTN2017-0605","11/29/2017","Use Of Force Authorized","Arresting","Force (Defense Tech)","L2","White","Male","29","6","Male","Black","23","No","Resisting Lawful Arrest","No",1,"1","1"
"FTN2017-0602","11/29/2017","Use Of Force Authorized","Call for Service","Hands | Force (Take Down)","L1 | L2","Black | Black","Male | Male","34 | 34","17 | 17","Female","Black","19","No","refuse verbal commands","No | No",2,"2","1"
"FTN2017-0606","11/29/2017","Use Of Force Authorized",NA,"Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Black | Black","Male | Male","28 | 27","6 | 5","Male","Black","28","No","Flight from an Officer","No | No",2,"2","1"
"FTN2017-0606","11/29/2017","Use Of Force Authorized",NA,"Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Black | Black","Male | Male","28 | 27","6 | 5","Male","Black","28","No","Flight from an Officer","No | No",2,"2","1"
"FTN2017-0603","11/29/2017","Use Of Force Authorized","Arresting","Firearm (Exhibited)","L1","Black","Male","29","5","Male","Black","24","Yes","Flight from an Officer","No",1,"1","1"
"FTN2017-0608","12/01/2017","Use Of Force Authorized",NA,"CEW Exhibited/Laser","L1","Black","Male","60","22","Male","Black","26","No","refuse verbal commands","No",1,"1","2"
"FTN2017-0610","12/01/2017","Use Of Force Authorized","Call for Service","CEW Exhibited/Laser","L1","White","Male","26","4","Male","Black","27","No","Escape","No",1,"1","2"
"FTN2017-0609","12/01/2017","Use Of Force Authorized","Traffic Stop","Firearm (Exhibited)","L1","White","Male","31","6","Male","Black","29","No",NA,"No",1,"1","1"
